Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Tesla,Model X,2011,112177,2012-08-19,Gaz,Automatique,90,Euro 4,Noir,Crossover,Espagne,120000,62200.0
Dacia,Spring,2008,232980,2010-08-02,Gaz,Automatique,110,Euro 3,Blanc,Crossover,USA,22000,7714.0
Hyundai,i20,2012,46665,2014-06-02,Gaz,Automatique,110,Euro 4,Blanc,Break,USA,19500,14460.0
Toyota,Hilux,2008,218997,2008-04-11,Diesel,Manuelle,130,Euro 3,Gris,SUV,Espagne,45000,14353.0
Mercedes,Classe E,2013,82896,2013-04-07,Hybride,Manuelle,150,Euro 1,Gris,Crossover,Italie,75000,46905.0
Citroen,C5 Aircross,2024,79609,2026-05-03,Essence,Manuelle,110,Euro 6,Gris,Berline,Allemagne,35000,32643.0
Mercedes,Classe C,2006,78956,2008-07-01,Diesel,Manuelle,90,Euro 3,Blanc,Crossover,Japon,55000,21801.0
Hyundai,i30,2022,148089,2025-07-02,Essence,Automatique,200,Euro 6,Gris,Crossover,France,22000,20000.0
Ford,Fiesta,2011,220316,2013-01-08,Diesel,Manuelle,130,Euro 4,Noir,Berline,Japon,18000,7527.0
Mercedes,Classe E,2009,16977,2012-07-15,Essence,Manuelle,200,Euro 3,Noir,Monospace,France,75000,41040.0
Dacia,Sandero,2021,136352,2022-01-27,Essence,Manuelle,90,Euro 6,Gris,Berline,France,15900,12324.0
Kia,Ceed,2021,190197,2022-04-10,Electrique,Automatique,110,Euro 1,Gris,SUV,France,23000,22392.0
BMW,Serie 3,2015,63056,2018-04-27,Hybride,Automatique,150,Euro 1,Bleu,SUV,Allemagne,45000,34505.0
Audi,A6,2024,76526,2025-06-09,Gaz,Automatique,110,Euro 6,Bleu,Break,Italie,72000,71238.0
Tesla,Model S,2007,222177,2009-03-02,Gaz,Automatique,200,Euro 3,Rouge,Break,Espagne,95000,27135.0
Kia,Sportage,2006,47167,2006-08-30,Diesel,Manuelle,200,Euro 3,Blanc,Monospace,Japon,34000,15120.0
Toyota,Hilux,2022,187471,2023-11-20,Diesel,Automatique,90,Euro 6,Bleu,Crossover,USA,45000,36404.0
Toyota,RAV4,2021,81432,2021-02-05,Diesel,Manuelle,90,Euro 6,Gris,Break,Espagne,37000,31457.0
Ford,Kuga,2006,221108,2008-09-05,Gaz,Automatique,200,Euro 3,Gris,Crossover,Espagne,34000,9480.0
Hyundai,i30,2014,192097,2014-11-07,Diesel,Automatique,150,Euro 4,Noir,Monospace,Espagne,22000,13005.0
Tesla,Model S,2022,111538,2022-01-31,Essence,Automatique,130,Euro 6,Noir,SUV,Italie,95000,80759.0
Tesla,Model X,2017,69450,2018-08-08,Hybride,Automatique,150,Euro 1,Noir,Monospace,Italie,120000,92345.0
Peugeot,5008,2015,132445,2015-11-17,Diesel,Automatique,90,Euro 5,Rouge,Break,Allemagne,42000,26940.0
Renault,Captur,2014,184615,2014-11-29,Gaz,Automatique,90,Euro 4,Noir,Crossover,Japon,28000,16848.0
Ford,Focus,2011,49588,2012-10-28,Essence,Automatique,200,Euro 4,Gris,Crossover,Allemagne,26000,16530.0
Audi,A6,2015,148672,2015-03-30,Hybride,Automatique,110,Euro 1,Bleu,SUV,Italie,72000,46079.0
Tesla,Model S,2017,129383,2019-01-18,Essence,Manuelle,130,Euro 5,Noir,Monospace,Italie,95000,63851.0
Toyota,Yaris,2020,126476,2023-09-04,Diesel,Automatique,90,Euro 6,Rouge,Monospace,France,19000,16644.0
Toyota,Hilux,2016,27467,2017-03-06,Hybride,Automatique,130,Euro 1,Rouge,Break,Espagne,45000,37962.0
Toyota,Yaris,2012,34009,2012-06-26,Hybride,Manuelle,130,Euro 1,Rouge,Berline,USA,19000,14213.0
Kia,Rio,2024,74353,2025-10-16,Diesel,Manuelle,110,Euro 6,Noir,Break,Espagne,18900,18600.0
Kia,Sportage,2015,13722,2016-03-16,Gaz,Manuelle,90,Euro 5,Bleu,Berline,Japon,34000,26208.0
Citroen,C3,2016,208545,2018-02-14,Essence,Manuelle,90,Euro 5,Blanc,Break,Italie,16000,8904.0
Audi,A4,2016,61279,2019-06-18,Gaz,Manuelle,200,Euro 5,Bleu,Break,Espagne,48000,36050.0
Hyundai,i20,2006,118502,2008-02-29,Diesel,Manuelle,90,Euro 3,Bleu,Monospace,Japon,19500,7140.0
Kia,Sportage,2022,222843,2024-03-19,Hybride,Manuelle,110,Euro 1,Gris,SUV,Japon,34000,27432.0
Ford,Focus,2006,108914,2008-04-20,Diesel,Automatique,150,Euro 3,Gris,Crossover,Italie,26000,10620.0
Ford,Kuga,2012,96765,2014-09-22,Hybride,Automatique,130,Euro 1,Gris,Monospace,USA,34000,22165.0
Dacia,Spring,2014,155371,2017-08-14,Diesel,Automatique,110,Euro 4,Gris,SUV,Italie,22000,13805.0
Mercedes,Classe C,2017,210826,2020-06-23,Diesel,Manuelle,130,Euro 5,Gris,SUV,Allemagne,55000,32654.0
Ford,Focus,2018,183625,2019-10-19,Essence,Automatique,130,Euro 5,Bleu,Berline,USA,26000,18112.0
Tesla,Model S,2010,192963,2011-10-20,Diesel,Manuelle,200,Euro 4,Bleu,Monospace,Espagne,95000,37830.0
Hyundai,i30,2019,126486,2022-07-10,Hybride,Manuelle,110,Euro 1,Gris,Berline,Italie,22000,19053.0
Ford,Focus,2006,107876,2007-08-30,Gaz,Manuelle,150,Euro 3,Rouge,Break,France,26000,10440.0
Hyundai,i20,2015,11586,2015-06-24,Essence,Automatique,90,Euro 5,Bleu,Break,Allemagne,19500,15408.0
Kia,Ceed,2012,196867,2015-03-31,Gaz,Automatique,200,Euro 4,Bleu,Monospace,France,23000,12825.0
Volkswagen,Golf,2005,62512,2005-05-29,Diesel,Automatique,130,Euro 3,Gris,Break,USA,25000,10471.0
Toyota,Hilux,2018,140929,2018-10-08,Essence,Automatique,90,Euro 5,Gris,Monospace,Japon,45000,31892.0
Hyundai,Tucson,2023,20440,2023-11-24,Essence,Automatique,200,Euro 6,Blanc,Break,Espagne,35000,36100.0
BMW,Serie 5,2020,200628,2022-06-08,Essence,Manuelle,130,Euro 6,Bleu,Monospace,Japon,65000,44404.0
Kia,Rio,2005,206522,2007-09-22,Gaz,Automatique,200,Euro 3,Noir,Crossover,Japon,18900,5612.0
Tesla,Model 3,2023,163564,2025-05-27,Essence,Automatique,200,Euro 6,Bleu,Monospace,France,45000,38880.0
Volkswagen,Passat,2022,202166,2025-10-24,Hybride,Manuelle,200,Euro 1,Noir,Monospace,Allemagne,36000,30340.0
Tesla,Model 3,2024,136867,2027-04-06,Electrique,Automatique,200,Euro 1,Gris,Monospace,Italie,45000,46980.0
Volkswagen,Golf,2010,215557,2010-09-14,Hybride,Manuelle,110,Euro 1,Blanc,SUV,USA,25000,10767.0
Mercedes,Classe C,2021,246055,2023-05-10,Electrique,Manuelle,200,Euro 1,Rouge,Monospace,Japon,55000,41540.0
Mercedes,GLC,2006,214619,2006-06-01,Diesel,Manuelle,130,Euro 3,Bleu,Crossover,France,85000,21575.0
BMW,X5,2015,216631,2018-03-07,Gaz,Manuelle,150,Euro 5,Gris,Break,Japon,80000,43160.0
Peugeot,3008,2017,39199,2020-12-17,Hybride,Manuelle,90,Euro 1,Gris,Break,Italie,35000,29564.0
Tesla,Model X,2008,98932,2009-04-14,Diesel,Automatique,110,Euro 3,Gris,Crossover,France,120000,52933.0
Citroen,C3,2006,58171,2008-05-01,Diesel,Automatique,110,Euro 3,Blanc,Monospace,Allemagne,16000,7831.0
Kia,Ceed,2009,114901,2011-07-23,Essence,Manuelle,150,Euro 3,Rouge,Break,Japon,23000,10340.0
Hyundai,i20,2019,71526,2022-03-04,Gaz,Automatique,200,Euro 5,Rouge,Break,France,19500,19500.0
BMW,X5,2018,149891,2021-09-18,Essence,Automatique,110,Euro 5,Noir,Break,France,80000,55828.0
Tesla,Model S,2020,110366,2021-05-21,Electrique,Manuelle,110,Euro 1,Noir,Crossover,Italie,95000,77847.0
Renault,Captur,2007,93488,2010-12-06,Gaz,Automatique,150,Euro 3,Rouge,Monospace,Japon,28000,13200.0
Dacia,Duster,2008,34019,2011-09-11,Diesel,Manuelle,150,Euro 3,Gris,Monospace,Allemagne,19900,10486.0
Toyota,Hilux,2017,24925,2020-12-03,Hybride,Automatique,90,Euro 1,Blanc,Berline,USA,45000,39193.0
Volkswagen,Tiguan,2016,126850,2017-10-01,Gaz,Automatique,130,Euro 5,Bleu,Monospace,Allemagne,40000,28672.0
Kia,Sportage,2008,136745,2009-03-15,Diesel,Manuelle,150,Euro 3,Rouge,Crossover,Allemagne,34000,13845.0
Ford,Focus,2024,231815,2027-01-09,Hybride,Manuelle,110,Euro 1,Gris,SUV,France,26000,23177.0
Mercedes,Classe E,2011,94291,2011-08-05,Diesel,Manuelle,90,Euro 4,Noir,SUV,France,75000,39468.0
Peugeot,3008,2024,114328,2025-10-02,Hybride,Automatique,130,Euro 1,Blanc,Monospace,Allemagne,35000,36757.0
Volkswagen,Arteon,2009,26264,2011-05-08,Diesel,Manuelle,150,Euro 3,Rouge,Break,Japon,48000,26235.0
Mercedes,Classe C,2015,136370,2016-10-20,Essence,Manuelle,110,Euro 5,Blanc,SUV,Italie,55000,33060.0
Audi,A4,2014,82889,2014-10-04,Essence,Automatique,130,Euro 4,Bleu,Monospace,France,48000,31186.0
Audi,Q5,2009,148032,2010-01-21,Diesel,Automatique,150,Euro 3,Gris,Monospace,Italie,65000,28085.0
Mercedes,Classe A,2011,124104,2013-03-04,Hybride,Manuelle,200,Euro 1,Gris,Break,USA,38000,21070.0
Toyota,RAV4,2024,191229,2027-07-26,Essence,Manuelle,150,Euro 6,Rouge,SUV,Italie,37000,30375.0
Tesla,Model X,2021,132491,2023-02-28,Hybride,Automatique,130,Euro 1,Noir,SUV,Italie,120000,98514.0
Kia,Ceed,2014,162546,2016-11-12,Essence,Manuelle,150,Euro 4,Bleu,Break,Espagne,23000,12690.0
Volkswagen,Arteon,2022,132691,2024-04-20,Gaz,Manuelle,130,Euro 6,Bleu,Monospace,Allemagne,48000,41148.0
Dacia,Spring,2011,103065,2011-04-30,Hybride,Manuelle,110,Euro 1,Gris,Berline,Japon,22000,13311.0
Renault,Clio,2008,46815,2009-10-11,Gaz,Manuelle,150,Euro 3,Noir,SUV,Italie,17000,9600.0
Hyundai,i30,2011,93091,2014-06-24,Gaz,Automatique,90,Euro 4,Blanc,Monospace,Espagne,22000,13728.0
Hyundai,Tucson,2012,79025,2015-02-05,Hybride,Manuelle,130,Euro 1,Rouge,SUV,USA,35000,22401.0
Toyota,RAV4,2005,60388,2005-12-09,Essence,Automatique,90,Euro 3,Gris,Berline,France,37000,14393.0
Toyota,Corolla,2009,237005,2011-09-23,Diesel,Automatique,130,Euro 3,Gris,Break,Italie,28000,10016.0
Volkswagen,Passat,2014,108167,2017-01-25,Essence,Manuelle,150,Euro 4,Rouge,Crossover,Japon,36000,21900.0
Kia,Sportage,2016,106277,2016-07-05,Essence,Manuelle,200,Euro 5,Rouge,Monospace,USA,34000,23100.0
Renault,Talisman,2017,127022,2019-10-02,Essence,Automatique,150,Euro 5,Bleu,SUV,USA,40000,28475.0
Toyota,Corolla,2023,124385,2025-01-23,Diesel,Manuelle,110,Euro 6,Noir,SUV,Allemagne,28000,24735.0
Kia,Sportage,2020,71714,2022-03-28,Hybride,Automatique,150,Euro 1,Bleu,Monospace,France,34000,32805.0
Kia,Rio,2011,194865,2013-02-03,Essence,Automatique,90,Euro 4,Gris,Berline,Italie,18900,8736.0
Renault,Talisman,2014,167030,2015-05-03,Hybride,Automatique,200,Euro 1,Noir,Monospace,USA,40000,25380.0
Volkswagen,Golf,2019,146438,2021-08-31,Hybride,Automatique,90,Euro 1,Blanc,SUV,Allemagne,25000,21939.0
Volkswagen,Golf,2009,219294,2010-11-26,Gaz,Manuelle,90,Euro 3,Rouge,SUV,Allemagne,25000,9316.0
Toyota,Yaris,2008,175400,2010-03-28,Diesel,Automatique,110,Euro 3,Noir,Crossover,Allemagne,19000,7735.0
Dacia,Duster,2005,196942,2006-05-30,Diesel,Automatique,90,Euro 3,Rouge,SUV,USA,19900,5472.0
Peugeot,308,2021,39764,2021-07-23,Electrique,Manuelle,150,Euro 1,Rouge,Crossover,Allemagne,30000,32120.0
Audi,A4,2005,169835,2005-10-08,Essence,Automatique,90,Euro 3,Rouge,SUV,Italie,48000,13473.0
Volkswagen,Golf,2016,198712,2016-12-27,Diesel,Automatique,150,Euro 5,Blanc,Berline,Japon,25000,16245.0
BMW,X5,2006,236534,2008-04-27,Gaz,Automatique,150,Euro 3,Noir,SUV,Italie,80000,19550.0
Citroen,C4,2013,35479,2016-08-27,Essence,Manuelle,150,Euro 4,Blanc,Break,USA,24000,15680.0
Kia,Sportage,2006,135395,2009-07-16,Diesel,Automatique,90,Euro 3,Bleu,SUV,USA,34000,12177.0
Renault,Captur,2020,200923,2020-12-14,Diesel,Automatique,110,Euro 6,Rouge,Berline,USA,28000,21148.0
Ford,Fiesta,2021,134244,2024-12-22,Hybride,Automatique,110,Euro 1,Rouge,SUV,USA,18000,18798.0
Hyundai,Tucson,2010,204622,2012-09-21,Hybride,Automatique,200,Euro 1,Bleu,Monospace,Allemagne,35000,15960.0
BMW,Serie 5,2006,111068,2009-08-20,Essence,Manuelle,110,Euro 3,Blanc,Monospace,Allemagne,65000,22785.0
Toyota,Corolla,2017,129763,2020-07-30,Gaz,Automatique,130,Euro 5,Noir,Break,USA,28000,21976.0
Toyota,Yaris,2024,145061,2024-11-20,Hybride,Manuelle,90,Euro 1,Noir,Monospace,Italie,19000,19694.0
Hyundai,Tucson,2024,43999,2025-11-27,Diesel,Automatique,150,Euro 6,Rouge,Break,Japon,35000,36960.0
Citroen,C4,2008,228836,2011-05-30,Essence,Manuelle,150,Euro 3,Rouge,Monospace,Japon,24000,7350.0
Kia,Ceed,2009,243820,2009-01-04,Diesel,Manuelle,130,Euro 3,Noir,Berline,Japon,23000,7533.0
Kia,Ceed,2020,59130,2023-04-12,Essence,Manuelle,90,Euro 6,Bleu,Berline,Espagne,23000,19007.0
Citroen,C5 Aircross,2006,210044,2007-01-22,Gaz,Automatique,110,Euro 3,Blanc,Break,Allemagne,35000,9900.0
Dacia,Sandero,2022,56083,2024-02-23,Diesel,Automatique,130,Euro 6,Blanc,Monospace,France,15900,17088.0
BMW,Serie 3,2009,186629,2009-06-21,Essence,Manuelle,110,Euro 3,Noir,Berline,Italie,45000,16687.0
Mercedes,Classe C,2006,64806,2007-11-14,Diesel,Automatique,200,Euro 3,Bleu,Monospace,Italie,55000,23600.0
Volkswagen,Arteon,2020,216594,2021-09-19,Essence,Automatique,200,Euro 6,Rouge,SUV,Allemagne,48000,34170.0
Kia,Rio,2023,47969,2026-09-24,Hybride,Manuelle,130,Euro 1,Blanc,Monospace,Italie,18900,21576.0
Toyota,RAV4,2006,79612,2009-05-02,Essence,Manuelle,130,Euro 3,Rouge,Break,France,37000,14547.0
Audi,Q5,2022,142058,2024-11-11,Electrique,Manuelle,150,Euro 1,Rouge,SUV,France,65000,57200.0
Ford,Kuga,2024,11407,2027-07-31,Diesel,Automatique,200,Euro 6,Noir,Berline,France,34000,37620.0
Toyota,RAV4,2006,144705,2009-08-10,Essence,Automatique,90,Euro 3,Noir,Break,USA,37000,12448.0
Volkswagen,Golf,2015,153546,2017-10-13,Hybride,Automatique,150,Euro 1,Noir,Crossover,USA,25000,18270.0
Mercedes,Classe E,2014,124506,2015-09-23,Diesel,Manuelle,110,Euro 4,Blanc,SUV,Espagne,75000,44138.0
Ford,Kuga,2014,72795,2017-03-23,Gaz,Manuelle,150,Euro 4,Gris,Break,Allemagne,34000,23310.0
Volkswagen,Tiguan,2014,53858,2016-03-23,Diesel,Manuelle,200,Euro 4,Blanc,Berline,France,40000,27300.0
BMW,Serie 1,2012,231019,2013-10-15,Diesel,Automatique,90,Euro 4,Rouge,SUV,USA,35000,15539.0
Dacia,Spring,2006,35206,2008-06-22,Diesel,Manuelle,130,Euro 3,Rouge,SUV,Italie,22000,10019.0
Citroen,C4,2022,168646,2022-11-26,Electrique,Automatique,90,Euro 1,Blanc,Monospace,USA,24000,24882.0
Tesla,Model X,2012,212872,2015-01-01,Diesel,Manuelle,200,Euro 4,Noir,Break,USA,120000,52460.0
Toyota,Yaris,2008,44981,2010-02-20,Diesel,Automatique,90,Euro 3,Blanc,Crossover,Japon,19000,10512.0
Renault,Megane,2021,148809,2022-07-25,Essence,Manuelle,90,Euro 6,Bleu,Break,USA,25000,19173.0
Volkswagen,Tiguan,2022,180517,2024-12-30,Gaz,Manuelle,90,Euro 6,Rouge,Berline,USA,40000,32224.0
Hyundai,i20,2020,147462,2023-07-31,Gaz,Manuelle,200,Euro 6,Rouge,Break,Italie,19500,17020.0
Peugeot,5008,2017,77744,2017-06-06,Diesel,Automatique,200,Euro 5,Blanc,Break,Japon,42000,33120.0
Hyundai,i20,2021,92146,2021-07-11,Gaz,Manuelle,110,Euro 6,Bleu,Berline,Japon,19500,18122.0
Volkswagen,Golf,2008,241286,2010-04-12,Diesel,Automatique,150,Euro 3,Rouge,SUV,USA,25000,7980.0
Volkswagen,Passat,2022,145241,2025-03-15,Diesel,Automatique,130,Euro 6,Bleu,Crossover,Japon,36000,31440.0
Audi,A4,2020,97293,2023-10-14,Electrique,Automatique,90,Euro 1,Gris,SUV,Espagne,48000,44161.0
BMW,Serie 5,2008,226846,2010-11-23,Gaz,Manuelle,200,Euro 3,Blanc,Break,Allemagne,65000,20550.0
Renault,Megane,2006,60594,2006-03-31,Essence,Manuelle,200,Euro 3,Gris,Monospace,Allemagne,25000,10400.0
Dacia,Spring,2008,49939,2010-05-13,Gaz,Manuelle,150,Euro 3,Bleu,Crossover,USA,22000,12000.0
Ford,Focus,2010,234960,2011-08-01,Essence,Manuelle,150,Euro 4,Rouge,Monospace,Allemagne,26000,9275.0
Citroen,C4,2017,83686,2019-01-20,Diesel,Manuelle,130,Euro 5,Noir,SUV,Espagne,24000,17963.0
Ford,Focus,2010,69275,2013-01-14,Hybride,Automatique,130,Euro 1,Bleu,Monospace,Allemagne,26000,16796.0
Audi,A3,2009,211511,2010-11-16,Gaz,Manuelle,130,Euro 3,Blanc,Monospace,Espagne,34000,12512.0
Volkswagen,Passat,2017,171358,2018-04-19,Gaz,Automatique,110,Euro 5,Rouge,Crossover,France,36000,25172.0
Volkswagen,Passat,2009,223822,2012-06-29,Gaz,Automatique,130,Euro 3,Rouge,Break,France,36000,13464.0
Volkswagen,Golf,2023,160586,2026-09-20,Electrique,Automatique,110,Euro 1,Rouge,SUV,Espagne,25000,26811.0
Mercedes,Classe C,2018,241943,2018-05-18,Gaz,Manuelle,150,Euro 5,Blanc,SUV,Allemagne,55000,33640.0
Citroen,C3,2017,103602,2019-06-23,Hybride,Automatique,200,Euro 1,Rouge,Break,France,16000,15870.0
BMW,Serie 1,2011,55967,2011-08-28,Diesel,Manuelle,110,Euro 4,Gris,Monospace,USA,35000,20216.0
Citroen,C3,2019,84795,2021-09-21,Diesel,Automatique,150,Euro 5,Blanc,Break,Allemagne,16000,15015.0
Citroen,C5 Aircross,2021,149084,2022-04-27,Gaz,Automatique,110,Euro 6,Rouge,SUV,France,35000,30492.0
Ford,Focus,2012,231515,2015-11-14,Essence,Automatique,90,Euro 4,Gris,Berline,France,26000,11439.0
Kia,Rio,2016,25147,2017-06-14,Diesel,Automatique,150,Euro 5,Bleu,Monospace,France,18900,16576.0
Volkswagen,Arteon,2024,133648,2025-08-06,Essence,Manuelle,90,Euro 6,Bleu,SUV,Japon,48000,41673.0
Mercedes,Classe C,2009,40498,2009-04-03,Diesel,Manuelle,110,Euro 3,Rouge,SUV,Italie,55000,28611.0
Tesla,Model 3,2018,170606,2020-07-05,Essence,Manuelle,130,Euro 5,Gris,Monospace,Italie,45000,29445.0
Dacia,Sandero,2010,114813,2011-09-13,Hybride,Manuelle,90,Euro 1,Gris,Monospace,Italie,15900,9306.0
Dacia,Sandero,2007,159197,2007-06-19,Essence,Automatique,90,Euro 3,Rouge,Break,USA,15900,6052.0
Tesla,Model 3,2012,219794,2015-02-17,Diesel,Manuelle,200,Euro 4,Blanc,Break,USA,45000,20210.0
Ford,Kuga,2015,244145,2017-05-12,Diesel,Manuelle,130,Euro 5,Bleu,Break,USA,34000,17297.0
Toyota,Hilux,2012,72213,2014-07-28,Hybride,Automatique,90,Euro 1,Rouge,Berline,USA,45000,29013.0
Dacia,Sandero,2021,241402,2023-07-09,Hybride,Automatique,110,Euro 1,Rouge,Monospace,Allemagne,15900,14740.0
Mercedes,GLC,2024,237738,2025-02-08,Electrique,Manuelle,130,Euro 1,Noir,Break,Espagne,85000,70301.0
Citroen,C5 Aircross,2008,10849,2009-07-26,Essence,Manuelle,150,Euro 3,Noir,SUV,Italie,35000,18105.0
Renault,Captur,2014,126168,2014-01-15,Essence,Automatique,90,Euro 4,Rouge,Crossover,Espagne,28000,17342.0
Audi,A4,2006,243264,2007-09-06,Essence,Manuelle,200,Euro 3,Noir,Crossover,France,48000,10780.0
Hyundai,i30,2012,100175,2013-06-26,Hybride,Manuelle,110,Euro 1,Bleu,SUV,Japon,22000,14094.0
Citroen,C5 Aircross,2018,139933,2021-07-27,Gaz,Automatique,130,Euro 5,Blanc,Crossover,USA,35000,27462.0
Peugeot,208,2021,23533,2021-08-12,Electrique,Manuelle,130,Euro 1,Bleu,Berline,Allemagne,18000,21627.0
Hyundai,i30,2022,31341,2022-08-23,Diesel,Automatique,200,Euro 6,Noir,Monospace,Japon,22000,23660.0
Citroen,C5 Aircross,2011,247712,2014-11-15,Diesel,Automatique,200,Euro 4,Gris,Break,Japon,35000,14430.0
Peugeot,3008,2007,11144,2010-12-02,Diesel,Manuelle,90,Euro 3,Bleu,Break,USA,35000,17232.0
Mercedes,Classe C,2007,102828,2009-11-04,Diesel,Manuelle,130,Euro 3,Bleu,Monospace,Allemagne,55000,21957.0
Ford,Fiesta,2018,10281,2021-08-02,Essence,Manuelle,90,Euro 5,Blanc,Berline,France,18000,14499.0
Renault,Talisman,2012,205549,2014-11-09,Diesel,Manuelle,130,Euro 4,Gris,Berline,Italie,40000,18172.0
Audi,Q5,2009,185959,2010-03-30,Gaz,Manuelle,90,Euro 3,Bleu,SUV,France,65000,24938.0
Audi,A6,2019,82133,2019-04-21,Essence,Manuelle,150,Euro 5,Gris,Break,Japon,72000,55825.0
Ford,Focus,2009,197656,2011-11-07,Gaz,Manuelle,90,Euro 3,Gris,Crossover,USA,26000,10224.0
Ford,Focus,2006,185474,2006-02-23,Essence,Automatique,150,Euro 3,Noir,Berline,USA,26000,7980.0
Renault,Talisman,2016,63770,2019-02-16,Hybride,Manuelle,90,Euro 1,Bleu,Break,Espagne,40000,30730.0
Toyota,Corolla,2022,123677,2025-07-10,Hybride,Automatique,90,Euro 1,Blanc,Break,Italie,28000,27798.0
Peugeot,208,2016,64026,2017-04-11,Gaz,Automatique,90,Euro 5,Blanc,SUV,USA,18000,15680.0
Hyundai,i30,2024,34442,2024-12-20,Diesel,Manuelle,110,Euro 6,Blanc,Berline,USA,22000,22407.0
Volkswagen,Arteon,2021,151911,2023-08-14,Gaz,Manuelle,150,Euro 6,Gris,Monospace,Espagne,48000,38760.0
Dacia,Sandero,2012,54016,2013-02-08,Gaz,Automatique,200,Euro 4,Rouge,Monospace,Allemagne,15900,12626.0
Renault,Clio,2016,82646,2016-07-07,Diesel,Automatique,200,Euro 5,Bleu,Berline,USA,17000,14280.0
Tesla,Model X,2012,209984,2013-12-28,Hybride,Manuelle,90,Euro 1,Blanc,Crossover,France,120000,54516.0
Renault,Megane,2009,208376,2010-05-29,Diesel,Manuelle,90,Euro 3,Blanc,SUV,France,25000,9065.0
Hyundai,Tucson,2016,174636,2017-09-28,Gaz,Automatique,90,Euro 5,Blanc,SUV,France,35000,23246.0
Volkswagen,Golf,2007,156543,2008-10-21,Essence,Manuelle,200,Euro 3,Blanc,Crossover,Italie,25000,8840.0
Hyundai,Tucson,2006,219395,2006-05-04,Diesel,Manuelle,110,Euro 3,Gris,Berline,Japon,35000,9025.0
Audi,A3,2019,79351,2020-09-25,Hybride,Automatique,200,Euro 1,Blanc,Monospace,Espagne,34000,31980.0
Peugeot,3008,2013,70056,2013-10-05,Gaz,Automatique,130,Euro 4,Bleu,Monospace,France,35000,23880.0
Hyundai,i30,2016,71364,2016-06-01,Essence,Automatique,90,Euro 5,Gris,Crossover,Japon,22000,16491.0
Tesla,Model 3,2016,97698,2018-12-08,Gaz,Automatique,90,Euro 5,Bleu,SUV,Italie,45000,33098.0
Renault,Megane,2018,202338,2021-03-15,Hybride,Manuelle,150,Euro 1,Bleu,Crossover,Allemagne,25000,18290.0
Volkswagen,Golf,2013,80828,2016-10-16,Diesel,Manuelle,110,Euro 4,Bleu,Break,USA,25000,15399.0
Audi,A6,2014,243997,2015-05-22,Hybride,Manuelle,130,Euro 1,Rouge,Monospace,Espagne,72000,35098.0
Renault,Megane,2006,173785,2007-05-08,Essence,Manuelle,110,Euro 3,Gris,Crossover,Espagne,25000,7279.0
Toyota,Corolla,2011,19129,2014-07-28,Diesel,Automatique,200,Euro 4,Noir,Monospace,Allemagne,28000,19200.0
Hyundai,Tucson,2015,59424,2016-01-19,Essence,Manuelle,110,Euro 5,Blanc,Berline,Espagne,35000,23868.0
Renault,Talisman,2022,79272,2023-04-01,Hybride,Manuelle,130,Euro 1,Bleu,Berline,Japon,40000,38541.0
Renault,Talisman,2019,125003,2020-11-21,Electrique,Automatique,130,Euro 1,Blanc,SUV,Italie,40000,35259.0
Tesla,Model S,2023,203268,2025-01-24,Gaz,Automatique,200,Euro 6,Blanc,Crossover,France,95000,77385.0
Citroen,C5 Aircross,2020,79228,2020-11-10,Diesel,Automatique,90,Euro 6,Gris,Monospace,Japon,35000,30699.0
Mercedes,Classe A,2019,99146,2022-05-04,Electrique,Automatique,90,Euro 1,Bleu,Break,France,38000,34884.0
BMW,X5,2018,170165,2018-05-03,Hybride,Automatique,200,Euro 1,Blanc,SUV,Espagne,80000,56550.0
Ford,Kuga,2015,37951,2015-02-16,Hybride,Automatique,200,Euro 1,Rouge,Crossover,France,34000,28700.0
Mercedes,Classe E,2021,137569,2023-04-17,Essence,Manuelle,200,Euro 6,Bleu,Crossover,Espagne,75000,59280.0
BMW,Serie 1,2023,100113,2023-05-08,Hybride,Manuelle,110,Euro 1,Noir,Berline,France,35000,34017.0
Hyundai,Tucson,2010,192518,2013-03-06,Gaz,Manuelle,200,Euro 4,Blanc,Monospace,Italie,35000,15015.0
BMW,Serie 1,2013,160978,2013-04-21,Gaz,Automatique,200,Euro 4,Blanc,Monospace,Allemagne,35000,20655.0
Ford,Kuga,2018,119813,2018-01-27,Essence,Manuelle,200,Euro 5,Noir,SUV,Espagne,34000,24850.0
Volkswagen,Passat,2012,247741,2012-07-16,Gaz,Manuelle,150,Euro 4,Rouge,Berline,USA,36000,15600.0
Mercedes,Classe A,2017,18542,2020-06-11,Essence,Manuelle,200,Euro 5,Blanc,Monospace,France,38000,30420.0
Hyundai,i20,2020,239078,2023-12-11,Hybride,Manuelle,200,Euro 1,Blanc,Berline,Espagne,19500,15925.0
Hyundai,Tucson,2019,170150,2022-11-12,Hybride,Manuelle,200,Euro 1,Noir,Break,USA,35000,27200.0
Kia,Ceed,2011,26150,2011-02-13,Essence,Automatique,130,Euro 4,Noir,Break,Allemagne,23000,14927.0
BMW,Serie 5,2020,127210,2023-11-27,Diesel,Manuelle,130,Euro 6,Gris,Berline,Allemagne,65000,50388.0
Ford,Fiesta,2012,40222,2013-03-01,Essence,Manuelle,130,Euro 4,Gris,Berline,Espagne,18000,10980.0
